user_id,/,/features/mobile,/signup,/tutorial/intro,/tutorial/step-one,/tutorial/step-two,/tutorial/step-three,/tutorial/step-four,/tutorial/end,/about,/features/web,/features,/features/desktop,/pricing
6373,18,,5.0,,,,,,,,,,,
6374,14,,4.0,6.0,15.0,6.0,,,,,17.0,,,
6375,11,,10.0,9.0,18.0,5.0,15.0,4.0,10.0,,,,,
6376,3,,10.0,1.0,15.0,7.0,5.0,,,,,17.0,2.0,
6377,15,9.0,3.0,1.0,19.0,6.0,,,,,,,15.0,13.0
6378,13,,,,,,,,,,,,,
6379,10,,,,,,,,,,,,,
6380,8,,11.0,,,,,,,,,,,
6381,3,20.0,9.0,4.0,12.0,7.0,20.0,20.0,4.0,,10.0,,,
6382,12,13.0,15.0,,,,,,,,,,,
6383,1,,,,,,,,,,2.0,,,
6384,16,15.0,16.0,1.0,6.0,,,,,,,6.0,,
6385,16,,14.0,2.0,4.0,2.0,2.0,13.0,8.0,,,,10.0,
6386,19,18.0,6.0,10.0,,,,,,,,,,
6387,9,,8.0,8.0,17.0,12.0,6.0,20.0,5.0,,11.0,,,
6388,15,,,,,,,,,,,,,
6389,16,,,,,,,,,,,,,
6390,2,,20.0,12.0,3.0,1.0,1.0,13.0,3.0,,1.0,,14.0,
6391,6,,,,,,,,,,,,,
6392,20,,18.0,20.0,16.0,3.0,20.0,17.0,10.0,17.0,11.0,,,
6393,2,,,,,,,,,,,,,
6394,20,17.0,,,,,,,,,,3.0,,
6395,17,,7.0,4.0,20.0,,,,,,,,,
6396,11,,,,,,,,,,,,,
6397,9,,14.0,,,,,,,,,,,
6398,20,,,,,,,,,,,,,
6399,7,1.0,4.0,11.0,10.0,7.0,17.0,9.0,1.0,,11.0,,,
6400,5,,2.0,,,,,,,,,,20.0,
6401,15,,16.0,10.0,8.0,15.0,1.0,1.0,16.0,,,,4.0,
6402,18,,,,,,,,,,,,,
6403,13,,1.0,3.0,15.0,19.0,13.0,3.0,11.0,,,,,
6404,1,,,,,,,,,,,,,
6405,10,7.0,6.0,12.0,6.0,9.0,4.0,,,,,,,
6406,12,,16.0,,,,,,,,,,17.0,
6407,17,13.0,7.0,14.0,16.0,20.0,,,,,,19.0,,
6408,17,13.0,8.0,4.0,2.0,10.0,8.0,15.0,10.0,19.0,,6.0,5.0,
6409,9,2.0,13.0,19.0,20.0,14.0,2.0,1.0,3.0,,,,17.0,
6410,4,,11.0,2.0,,,,,,,,6.0,,
6411,14,,,,,,,,,,,,,
6412,8,,6.0,12.0,,,,,,,,,,
6413,7,,,,,,,,,,9.0,18.0,,
6414,10,,4.0,13.0,2.0,17.0,8.0,6.0,8.0,,,,18.0,
6415,19,,19.0,18.0,7.0,15.0,18.0,20.0,13.0,13.0,,,,
6416,15,,,,,,,,,,,4.0,,8.0
6417,2,,,,,,,,,,,,,
6418,18,,,,,,,,,,,,,
6419,1,18.0,2.0,16.0,3.0,8.0,3.0,8.0,14.0,,,,,
6420,8,17.0,6.0,,,,,,,,,,19.0,20.0
6421,12,,4.0,13.0,,,,,,,12.0,,18.0,2.0
6422,15,15.0,18.0,,,,,,,,,,3.0,
6423,1,,10.0,1.0,,,,,,,,15.0,,
6424,20,5.0,12.0,15.0,17.0,12.0,3.0,19.0,16.0,,12.0,,,
6425,10,,3.0,,,,,,,,,11.0,,
6426,9,,4.0,5.0,,,,,,,,,9.0,
6427,17,,2.0,17.0,,,,,,,,,,
6428,2,,8.0,9.0,9.0,13.0,,,,,,,,
6429,8,,,,,,,,,,,,,
6430,3,,,,,,,,,,,,,
6431,15,,4.0,,,,,,,,10.0,,10.0,6.0
6432,1,,1.0,,,,,,,,,,2.0,
6433,20,,16.0,,,,,,,,17.0,,15.0,
6434,9,,1.0,5.0,12.0,20.0,8.0,7.0,6.0,,11.0,16.0,6.0,
6435,11,,,,,,,,,,,,,
6436,2,,2.0,,,,,,,2.0,,,,
6437,11,,,,,,,,,,,,,
6438,18,,6.0,,,,,,,,,,12.0,
6439,6,17.0,11.0,1.0,1.0,1.0,6.0,5.0,13.0,,3.0,,,
6440,10,,6.0,3.0,11.0,5.0,8.0,20.0,,,9.0,,,
6441,11,9.0,9.0,17.0,,,,,,,7.0,,,
6442,1,,,,,,,,,,,,,
6443,1,2.0,2.0,,,,,,,,,,2.0,1.0
6444,2,,10.0,3.0,19.0,1.0,9.0,19.0,11.0,,,,,
6445,1,,17.0,8.0,9.0,11.0,6.0,18.0,,,,,,
6446,19,,,,,,,,,,,,,
6447,4,,15.0,13.0,12.0,16.0,12.0,8.0,12.0,,19.0,,,
6448,14,5.0,7.0,19.0,17.0,14.0,17.0,,,,,20.0,,
6449,17,,2.0,5.0,20.0,11.0,17.0,16.0,4.0,,2.0,13.0,8.0,
6450,10,,15.0,2.0,12.0,13.0,7.0,,,,,,,
6451,10,,8.0,16.0,1.0,14.0,3.0,18.0,6.0,,10.0,,2.0,
6452,5,,9.0,4.0,3.0,,,,,,10.0,,,
6453,8,13.0,10.0,5.0,8.0,3.0,,,,,,,16.0,
6454,13,,,,,,,,,,,,,
6455,3,,,,,,,,,,,,,
6456,1,18.0,4.0,16.0,,,,,,,,7.0,16.0,
6457,12,,,,,,,,,,,,,
6458,2,10.0,20.0,8.0,4.0,5.0,20.0,4.0,16.0,,,16.0,,
6459,3,,,,,,,,,,,,,
6460,2,,10.0,,,,,,,,,,8.0,
6461,1,2.0,2.0,,,,,,,,,,1.0,1.0
6462,16,,20.0,,,,,,,,9.0,,,
6463,16,,,,,,,,,,,,,
6464,11,,17.0,15.0,,,,,,,,11.0,,
6465,16,18.0,,,,,,,,,,10.0,7.0,
6466,13,18.0,20.0,18.0,13.0,,,,,,,5.0,,
6467,18,,,,,,,,,,,,,
6468,1,,,,,,,,,,,,,
6469,20,,4.0,3.0,8.0,17.0,,,,,20.0,,,
6470,17,,,,,,,,,,,,,
6471,3,,8.0,,,,,,,,,5.0,,
6472,2,,,,,,,,,,,,,
6473,3,,18.0,19.0,3.0,3.0,12.0,,,,,,,
6474,12,15.0,18.0,12.0,18.0,10.0,20.0,17.0,18.0,,,1.0,,
6475,2,,,,,,,,,,,,,
6476,15,2.0,9.0,8.0,,,,,,,,,2.0,
6477,1,2.0,2.0,,,,,,,2.0,,,1.0,
6478,13,,2.0,19.0,,,,,,,4.0,,,
6479,11,,6.0,,,,,,,,,11.0,,2.0
6480,6,,,,,,,,,,,,,
6481,12,18.0,4.0,18.0,13.0,18.0,19.0,10.0,3.0,,,,,
6482,5,,11.0,20.0,3.0,19.0,9.0,15.0,9.0,,10.0,,,
6483,19,,1.0,13.0,,,,,,,,,,
6484,10,,7.0,13.0,11.0,12.0,,,,,,,,
6485,1,,,,,,,,,,,,,
6486,2,,1.0,,,,,,,,2.0,,,
6487,8,,18.0,14.0,5.0,18.0,3.0,14.0,15.0,,,,,
6488,1,,2.0,,,,,,,,,,,
6489,13,17.0,9.0,7.0,15.0,,,,,,,,,
6490,5,,,,,,,,,,,,,
6491,5,,,,,,,,,,,,,
6492,7,,5.0,,,,,,,,,,5.0,
6493,3,13.0,1.0,12.0,14.0,17.0,,,,,6.0,,,8.0
6494,7,,17.0,,,,,,,,20.0,,,
6495,17,,,,,,,,,,,,,
6496,19,,,,,,,,,,,,,
6497,4,,8.0,5.0,14.0,9.0,1.0,17.0,,,,,,8.0
6498,2,,,,,,,,,,,,,
6499,16,,8.0,1.0,11.0,10.0,3.0,19.0,17.0,,,,,
6500,16,6.0,14.0,15.0,3.0,2.0,18.0,9.0,13.0,,10.0,,13.0,
6501,14,,,,,,,,,,,,,
6502,6,,5.0,16.0,11.0,17.0,19.0,,,,,,,
6503,10,13.0,12.0,,,,,,,,9.0,8.0,,
6504,2,6.0,10.0,1.0,14.0,,,,,,,,20.0,
6505,7,,,,,,,,,,3.0,,,
6506,2,,2.0,,,,,,,,1.0,,2.0,
6507,9,,11.0,19.0,2.0,8.0,4.0,11.0,1.0,,,,6.0,
6508,4,,14.0,13.0,2.0,5.0,1.0,2.0,14.0,,9.0,,,10.0
6509,20,,2.0,9.0,19.0,,,,,,,,,
6510,10,,3.0,,,,,,,,,,2.0,
6511,20,,,,,,,,,,,,,
6512,3,,,,,,,,,,,,,
6513,12,4.0,13.0,,,,,,,12.0,,4.0,,
6514,14,16.0,2.0,5.0,,,,,,,17.0,,,
6515,19,7.0,1.0,,,,,,,,,,,14.0
6516,7,,,,,,,,,,,13.0,,
6517,9,,12.0,11.0,20.0,8.0,,,,,,,11.0,
6518,8,15.0,19.0,16.0,15.0,,,,,,,,,
6519,16,,6.0,,,,,,,,5.0,,,
6520,6,,20.0,7.0,18.0,20.0,18.0,13.0,8.0,,9.0,,,
6521,14,,8.0,19.0,19.0,5.0,11.0,9.0,12.0,,,,18.0,
6522,6,13.0,11.0,1.0,13.0,15.0,19.0,6.0,6.0,,14.0,1.0,,
6523,2,,8.0,19.0,13.0,6.0,12.0,,,,,9.0,,
6524,5,,1.0,14.0,18.0,13.0,17.0,1.0,19.0,,16.0,,,11.0
6525,4,,,,,,,,,,,,,
6526,3,19.0,6.0,,,,,,,,,,,
6527,8,,15.0,,,,,,,,,,,
6528,2,,20.0,11.0,7.0,1.0,,,,14.0,,2.0,,
6529,2,,2.0,,,,,,,,,,,
6530,3,,,,,,,,,,,,,
6531,15,,18.0,2.0,,,,,,,,,,
6532,8,,19.0,15.0,,,,,,,,17.0,1.0,
6533,1,,1.0,,,,,,,,,2.0,1.0,
6534,5,13.0,20.0,14.0,1.0,17.0,,,,17.0,14.0,,17.0,
6535,15,,5.0,14.0,8.0,1.0,12.0,1.0,11.0,,,,,
6536,6,,6.0,4.0,7.0,,,,,,,13.0,,9.0
6537,2,,,,,,,,,,,,,
6538,2,,14.0,5.0,8.0,8.0,15.0,3.0,20.0,,,,,
6539,19,,18.0,14.0,19.0,18.0,19.0,10.0,12.0,,20.0,,,
6540,3,3.0,3.0,14.0,15.0,9.0,19.0,4.0,4.0,,19.0,17.0,,
6541,15,,11.0,12.0,13.0,5.0,11.0,16.0,5.0,,13.0,,,
6542,7,,,,,,,,,,,,,
6543,18,,,,,,,,,,,,,
6544,4,,,,,,,,,,,,,
6545,7,,7.0,,,,,,,,,,,
6546,14,,7.0,5.0,,,,,,,,,,
6547,13,,11.0,10.0,13.0,10.0,,,,,12.0,,,
6548,8,,4.0,7.0,2.0,7.0,13.0,17.0,8.0,,7.0,5.0,,
6549,3,20.0,18.0,4.0,13.0,20.0,1.0,9.0,3.0,,,,11.0,
6550,17,,,,,,,,,,,,,
6551,18,,,,,,,,,,,,,
6552,7,19.0,14.0,2.0,13.0,17.0,12.0,16.0,8.0,,,17.0,19.0,
6553,1,,8.0,18.0,10.0,,,,,,,11.0,,
6554,12,14.0,7.0,17.0,,,,,,,18.0,,,
6555,3,11.0,,,,,,,,,,,,
6556,1,20.0,7.0,1.0,13.0,17.0,19.0,5.0,18.0,,15.0,,,
6557,7,11.0,19.0,11.0,20.0,13.0,16.0,,,,,,5.0,
6558,2,8.0,10.0,8.0,,,,,,,,12.0,19.0,
6559,11,,,,,,,,,,,,,
6560,18,,11.0,,,,,,,,,,9.0,5.0
6561,13,,,,,,,,,,,,,
6562,11,,11.0,10.0,12.0,,,,,,,13.0,,
6563,1,1.0,1.0,,,,,,,,,,,
6564,5,,,,,,,,,,,,,
6565,20,3.0,10.0,5.0,14.0,6.0,3.0,11.0,10.0,,12.0,,,2.0
6566,20,,18.0,7.0,18.0,,,,,,,3.0,,
6567,20,,19.0,17.0,17.0,6.0,19.0,16.0,3.0,,,,11.0,
6568,7,,9.0,,,,,,,,,,,
6569,12,,4.0,19.0,16.0,18.0,,,,,,,5.0,
6570,4,,18.0,5.0,7.0,1.0,17.0,1.0,8.0,,,,,
6571,8,,20.0,8.0,14.0,20.0,6.0,,,,,,,
6572,4,,,,,,,,,,,,,
6573,3,3.0,6.0,13.0,7.0,17.0,,,,,2.0,15.0,2.0,
6574,14,4.0,20.0,9.0,11.0,9.0,,,,,13.0,5.0,,
6575,9,2.0,,,,,,,,,,19.0,,
6576,15,,20.0,15.0,20.0,1.0,5.0,17.0,15.0,5.0,,,,
6577,4,,,,,,,,,,,7.0,,
6578,2,,,,,,,,,,,,,
6579,5,,,,,,,,,,,,,
6580,12,,4.0,18.0,3.0,18.0,,,,,,,,
6581,14,,,,,,,,,,,,,
6582,6,3.0,1.0,2.0,5.0,2.0,10.0,2.0,11.0,,,,,
6583,9,,,,,,,,,,,,,
6584,8,,4.0,14.0,16.0,17.0,7.0,8.0,2.0,,,,,
6585,17,,5.0,17.0,7.0,4.0,4.0,13.0,,,,,4.0,
6586,1,,10.0,,,,,,,,,,,
6587,18,2.0,5.0,15.0,15.0,,,,,,,9.0,,11.0
6588,3,,19.0,,,,,,,,13.0,7.0,,
6589,17,,,,,,,,,,,,,
6590,10,,,,,,,,,,,,,
6591,18,,18.0,,,,,,,,9.0,,,
6592,19,,19.0,14.0,12.0,9.0,18.0,19.0,16.0,,,,,
6593,5,,,,,,,,,,,,,
6594,7,,,,,,,,,,,,,
6595,12,,19.0,14.0,17.0,19.0,16.0,19.0,,,16.0,,9.0,
6596,13,1.0,11.0,6.0,17.0,3.0,3.0,15.0,18.0,,20.0,10.0,,
6597,12,,,,,,,,,,,,15.0,
6598,10,,7.0,,,,,,,,,13.0,,
6599,17,,,,,,,,,,,,,
6600,11,15.0,19.0,11.0,2.0,14.0,12.0,5.0,,,,,9.0,
6601,13,,,,,,,,,,,,,
6602,8,7.0,14.0,11.0,18.0,,,,,,,,17.0,
6603,1,2.0,,,,,,,,,,,,
6604,12,,11.0,,,,,,,,19.0,,,
6605,16,,,,,,,,,,,,,
6606,4,,5.0,2.0,20.0,16.0,13.0,5.0,8.0,,,14.0,,
6607,19,,7.0,5.0,5.0,1.0,2.0,1.0,17.0,,,,,
6608,8,,15.0,3.0,1.0,17.0,17.0,20.0,12.0,,5.0,,15.0,
6609,8,3.0,8.0,14.0,15.0,8.0,19.0,5.0,12.0,,8.0,,,
6610,13,,,,,,,,,,,,,
6611,17,4.0,2.0,16.0,19.0,2.0,13.0,19.0,11.0,,,,,
6612,3,,,,,,,,,,,,,
6613,2,17.0,3.0,10.0,3.0,20.0,18.0,,,,,,,13.0
6614,8,10.0,12.0,,,,,,,,,,,
6615,3,,4.0,14.0,,,,,,,,,,
6616,11,1.0,12.0,18.0,10.0,,,,,,,,17.0,
6617,1,2.0,1.0,,,,,,,,,,1.0,
6618,6,,14.0,7.0,20.0,6.0,3.0,8.0,,,,,,12.0
6619,2,,1.0,,,,,,,,,,,
6620,20,20.0,14.0,20.0,,,,,,,3.0,,10.0,
6621,2,,2.0,,,,,,,,,,,
6622,5,8.0,13.0,11.0,19.0,20.0,7.0,8.0,19.0,,8.0,15.0,,
6623,13,2.0,5.0,9.0,2.0,7.0,10.0,18.0,5.0,,12.0,,18.0,
6624,3,,3.0,3.0,,,,,,,17.0,,17.0,
6625,3,,,,,,,,,,,,,
6626,9,,,,,,,,,,,,,
6627,15,,7.0,,,,,,,,,,,5.0
6628,12,12.0,12.0,16.0,13.0,18.0,10.0,20.0,3.0,,,8.0,12.0,
6629,8,,,,,,,,,,,15.0,,
6630,11,,6.0,4.0,4.0,,,,,,,,,
6631,13,,6.0,10.0,3.0,15.0,13.0,,,,5.0,,,
6632,11,4.0,19.0,9.0,8.0,,,,,,,,18.0,
6633,10,,3.0,4.0,10.0,2.0,19.0,9.0,1.0,,,,19.0,
6634,6,,3.0,3.0,19.0,3.0,7.0,16.0,15.0,,,,,
6635,8,,2.0,6.0,7.0,10.0,,,,,,9.0,,
6636,9,,,,,,,,,,,,,
6637,2,,2.0,11.0,,,,,,,,7.0,14.0,
6638,2,,,,,,,,,,,,,
6639,10,,,,,,,,,,,,,
6640,11,,,,,,,,,,10.0,,,
6641,2,,2.0,,,,,,,,,,1.0,
6642,7,,,,,,,,,,,,,
6643,3,,,,,,,,,,,,,
6644,6,,12.0,,,,,,,,,9.0,,
6645,3,,,,,,,,,,,,,
6646,20,1.0,4.0,11.0,9.0,16.0,20.0,11.0,12.0,,,,3.0,
6647,10,,14.0,6.0,13.0,10.0,5.0,3.0,19.0,,,,19.0,
6648,7,,,,,,,,,,,2.0,,
6649,5,,15.0,10.0,6.0,,,,,,,,,14.0
6650,9,17.0,16.0,16.0,12.0,14.0,,,,,,,,18.0
6651,10,,11.0,,,,,,,,,,,
6652,6,,1.0,10.0,18.0,15.0,17.0,9.0,16.0,,,,14.0,
6653,11,,4.0,19.0,13.0,6.0,2.0,10.0,18.0,2.0,,,,
6654,19,,4.0,19.0,12.0,18.0,14.0,7.0,20.0,,,,,
6655,7,,,,,,,,,,,,,
6656,1,1.0,1.0,,,,,,,,,,,
6657,1,,12.0,15.0,19.0,16.0,14.0,,,,,9.0,,
6658,3,,,,,,,,,,,,,
6659,4,,17.0,4.0,13.0,17.0,2.0,,,,8.0,,,10.0
6660,13,,15.0,1.0,11.0,13.0,8.0,8.0,17.0,,,,,
6661,1,,12.0,,,,,,,,,,,
6662,20,,,,,,,,,,,,,
6663,7,,9.0,,,,,,,,,19.0,1.0,
6664,1,,,,,,,,,,,,,
6665,2,1.0,1.0,,,,,,,,,,2.0,
6666,3,,5.0,10.0,3.0,17.0,20.0,15.0,,20.0,4.0,,6.0,
6667,13,,6.0,11.0,19.0,11.0,9.0,6.0,15.0,,,,,
6668,3,,,,,,,,,,,,,
6669,2,,10.0,12.0,11.0,20.0,2.0,15.0,15.0,,,19.0,9.0,17.0
6670,2,,1.0,,,,,,,,,2.0,,
6671,11,,,,,,,,,,,,,
6672,14,,17.0,9.0,11.0,1.0,6.0,18.0,,,,,15.0,1.0
6673,1,10.0,20.0,1.0,8.0,16.0,19.0,6.0,7.0,,15.0,,,
6674,18,19.0,13.0,17.0,7.0,1.0,5.0,,,,5.0,,,
6675,15,,,,,,,,,,,,,
6676,9,,9.0,7.0,12.0,8.0,,,,,,,,
6677,3,,19.0,6.0,4.0,,,,,,19.0,,,
6678,16,6.0,,,,,,,,,,,,
6679,7,,10.0,16.0,10.0,14.0,15.0,2.0,6.0,,,,,
6680,3,,5.0,15.0,,,,,,,,,13.0,
6681,1,,,,,,,,,,,,,
6682,9,,9.0,,,,,,,,2.0,,11.0,
6683,15,,,,,,,,,,,,,
6684,16,,11.0,13.0,2.0,9.0,4.0,5.0,6.0,,2.0,,,
6685,19,,,,,,,,,,,,,
6686,5,2.0,15.0,,,,,,,,2.0,,,1.0
6687,6,,,,,,,,,,,,,
6688,6,1.0,3.0,5.0,14.0,10.0,3.0,20.0,16.0,,,,,
6689,1,,2.0,,,,,,,,,,1.0,
6690,1,15.0,,,,,,,,,,16.0,,
6691,9,,3.0,4.0,2.0,15.0,16.0,17.0,19.0,,,,,
6692,15,,,,,,,,,,,,,
6693,1,,,,,,,,,,,,,
6694,19,,19.0,5.0,,,,,,,6.0,,,
6695,7,,19.0,16.0,20.0,8.0,,,,,,,5.0,
6696,16,19.0,15.0,,,,,,,,,,,
6697,6,,11.0,13.0,4.0,10.0,11.0,8.0,1.0,,4.0,,,
6698,20,,8.0,13.0,,,,,,,,,13.0,
6699,2,1.0,1.0,,,,,,,,,,,
6700,14,,13.0,11.0,18.0,9.0,7.0,9.0,10.0,,,9.0,,
6701,17,,10.0,5.0,3.0,16.0,19.0,17.0,15.0,,,,,
6702,1,,,,,,,,,,,,,
6703,13,,,,,,,,,,,,,
6704,4,,8.0,18.0,7.0,18.0,17.0,15.0,10.0,,13.0,,11.0,
6705,6,4.0,9.0,1.0,19.0,6.0,3.0,7.0,9.0,,,,,
6706,3,,8.0,15.0,15.0,16.0,2.0,,,,,,,
6707,19,,,,,,,,,,,,,
6708,13,,,,,,,,,,,12.0,,
6709,15,,11.0,6.0,13.0,,,,,,3.0,19.0,,
6710,11,,4.0,18.0,17.0,17.0,,,,,20.0,,,
6711,1,,1.0,,,,,,,,,,,
6712,9,,6.0,18.0,,,,,,,17.0,,6.0,
6713,7,,17.0,8.0,13.0,15.0,8.0,1.0,,,,,,
6714,3,,10.0,,,,,,,13.0,18.0,,,18.0
6715,17,,,,,,,,,,,,,
6716,5,10.0,7.0,2.0,8.0,10.0,4.0,18.0,,,,,,
6717,18,,,,,,,,,,,,,
6718,3,,,,,,,,,,,,,
6719,5,,,,,,,,,,,,,
6720,13,15.0,4.0,10.0,4.0,15.0,16.0,12.0,2.0,,10.0,20.0,3.0,15.0
6721,15,15.0,11.0,16.0,11.0,13.0,9.0,1.0,11.0,,2.0,,,
6722,1,,16.0,15.0,6.0,18.0,16.0,19.0,14.0,,,,,
6723,6,15.0,18.0,14.0,,,,,,,,,,
6724,3,19.0,12.0,,,,,,,,,,,
6725,11,2.0,9.0,2.0,4.0,,,,,,5.0,12.0,,
6726,2,1.0,1.0,,,,,,,,1.0,,,
6727,6,,1.0,,,,,,,,17.0,,,
6728,9,18.0,,,,,,,,,3.0,6.0,16.0,18.0
6729,15,,7.0,2.0,1.0,13.0,16.0,18.0,17.0,,,,,
6730,10,15.0,10.0,10.0,14.0,12.0,3.0,19.0,13.0,,,,,
6731,12,,7.0,9.0,16.0,12.0,6.0,8.0,12.0,,,,,
6732,14,,11.0,14.0,4.0,13.0,15.0,,,,12.0,14.0,,
6733,4,,17.0,11.0,20.0,9.0,12.0,15.0,6.0,,,,,
6734,11,,,,,,,,,,,,,
6735,6,,7.0,15.0,7.0,7.0,,,,,,,10.0,
6736,9,,17.0,,,,,,,,6.0,,,
6737,9,,,,,,,,,,,,,
6738,15,,8.0,7.0,16.0,18.0,3.0,7.0,20.0,,,,,
6739,16,4.0,8.0,13.0,15.0,13.0,16.0,4.0,,,15.0,16.0,,
6740,13,8.0,20.0,,,,,,,,,,,
6741,10,,11.0,16.0,10.0,8.0,12.0,,,,,10.0,,
6742,20,,,,,,,,,3.0,,,,
6743,18,,,,,,,,,,,,,
6744,4,7.0,6.0,19.0,4.0,2.0,6.0,14.0,12.0,,18.0,,,
6745,3,,,,,,,,,,,,,
6746,4,,,,,,,,,,,,,
6747,13,,6.0,17.0,12.0,,,,,,,,,
6748,2,,8.0,13.0,16.0,,,,,12.0,,,,1.0
6749,8,,15.0,2.0,6.0,7.0,3.0,11.0,,,,,15.0,
6750,11,,,,,,,,,,,,,
6751,16,,10.0,15.0,,,,,,,,,,
6752,19,,19.0,,,,,,,,,15.0,12.0,
6753,7,,3.0,7.0,2.0,5.0,14.0,2.0,8.0,,,,,
6754,19,,10.0,,,,,,,,,,18.0,
6755,7,11.0,14.0,2.0,4.0,,,,,,,,19.0,
6756,6,,,,,,,,,,,,,
6757,15,,6.0,17.0,17.0,13.0,17.0,14.0,5.0,,18.0,13.0,,
6758,17,,,,,,,,,,,,,
6759,13,12.0,,,,,,,,,,,,
6760,19,2.0,15.0,12.0,8.0,17.0,5.0,1.0,1.0,,12.0,,6.0,
6761,10,16.0,8.0,4.0,,,,,,,,,,
6762,2,11.0,10.0,,,,,,,,,,,
6763,17,4.0,6.0,,,,,,,8.0,,,,
6764,3,5.0,10.0,10.0,13.0,4.0,15.0,8.0,,,,18.0,11.0,11.0
6765,14,,12.0,9.0,16.0,10.0,12.0,16.0,,,,13.0,,
6766,11,,2.0,18.0,15.0,15.0,3.0,4.0,,,,,3.0,
6767,4,15.0,8.0,13.0,1.0,11.0,18.0,,,,,,,
6768,12,,16.0,10.0,20.0,2.0,18.0,,,,17.0,,2.0,17.0
6769,1,,8.0,11.0,15.0,8.0,18.0,9.0,16.0,,18.0,,2.0,
6770,6,,19.0,,,,,,,,,,9.0,
6771,10,13.0,5.0,14.0,14.0,2.0,3.0,,,,,,,6.0
6772,5,9.0,11.0,12.0,2.0,16.0,11.0,17.0,18.0,,3.0,6.0,,
6773,16,16.0,2.0,9.0,8.0,7.0,9.0,,,,,,,
6774,17,15.0,10.0,,,,,,,,,,,
6775,20,,,,,,,,,,,,,
6776,12,,3.0,10.0,8.0,15.0,17.0,14.0,,,,,8.0,
6777,6,8.0,18.0,15.0,3.0,14.0,1.0,5.0,3.0,,,,,
6778,5,,,,,,,,,,,,,
6779,2,,,,,,,,,,,1.0,,2.0
6780,20,19.0,4.0,1.0,11.0,20.0,20.0,6.0,5.0,,3.0,,,
6781,15,,19.0,6.0,3.0,5.0,2.0,17.0,,,,10.0,6.0,
6782,11,,6.0,17.0,12.0,8.0,18.0,17.0,8.0,,9.0,,,
6783,11,14.0,19.0,15.0,,,,,,,,3.0,,
6784,5,,,,,,,,,,,,,
6785,8,,19.0,6.0,9.0,5.0,18.0,11.0,2.0,,,,,
6786,10,,,,,,,,,,,,,
6787,15,14.0,6.0,11.0,3.0,8.0,,,,,20.0,,,
6788,20,17.0,1.0,1.0,20.0,5.0,5.0,,,,,,14.0,
6789,3,,19.0,8.0,17.0,,,,,,,8.0,14.0,
6790,9,,9.0,3.0,,,,,,,12.0,,15.0,
6791,2,,1.0,,,,,,,2.0,,,1.0,
6792,2,,,,,,,,,,,,,
6793,1,,,,,,,,,,,,,
6794,18,,17.0,12.0,12.0,17.0,20.0,,,,,11.0,10.0,
6795,8,,,,,,,,,,,,,
6796,6,17.0,8.0,6.0,,,,,,,,,,
6797,14,,5.0,12.0,9.0,19.0,8.0,6.0,11.0,,,16.0,,7.0
6798,6,,,,,,,,,,,,,
6799,2,2.0,1.0,,,,,,,,,,,1.0
6800,16,,,,,,,,,,,,,
6801,7,,,,,,,,,,,,,
6802,2,,1.0,,,,,,,,1.0,,1.0,
6803,12,,14.0,20.0,13.0,,,,,,,,,
6804,16,,3.0,4.0,8.0,20.0,,,,,,,2.0,
6805,1,,10.0,,,,,,,,10.0,,16.0,
6806,9,,9.0,14.0,12.0,5.0,6.0,,,,,,,
6807,18,,,,,,,,,,,,,
6808,18,7.0,14.0,19.0,3.0,7.0,19.0,1.0,7.0,,,,11.0,
6809,2,,,,,,,,,,,,,
6810,2,,7.0,19.0,,,,,,,10.0,,,
6811,12,,,,,,,,,,,,,
6812,1,4.0,1.0,17.0,20.0,10.0,,,,,10.0,,7.0,
6813,1,,2.0,15.0,3.0,14.0,,,,,1.0,,,
6814,10,6.0,12.0,10.0,2.0,7.0,4.0,15.0,19.0,,,,20.0,
6815,7,9.0,3.0,,,,,,,,,,,
6816,1,,8.0,3.0,2.0,17.0,14.0,1.0,7.0,,,7.0,,
6817,6,,,,,,,,,,,,,
6818,6,15.0,15.0,7.0,,,,,,,,,4.0,
6819,9,,,,,,,,,,,,,
6820,9,,14.0,20.0,8.0,,,,,,,,,
6821,16,,,,,,,,,,,,,
6822,4,,3.0,11.0,,,,,,,,,,13.0
6823,15,,3.0,2.0,2.0,12.0,18.0,7.0,,,,,3.0,
6824,20,,,,,,,,,,,,,
6825,10,,12.0,5.0,15.0,20.0,7.0,4.0,4.0,,,,,
6826,5,,11.0,19.0,19.0,13.0,12.0,7.0,8.0,,,,,13.0
6827,2,,8.0,13.0,18.0,1.0,9.0,2.0,12.0,,12.0,10.0,,
6828,17,,12.0,1.0,9.0,5.0,,,,,20.0,,,
6829,3,,9.0,2.0,12.0,1.0,14.0,,,,,,,7.0
6830,15,,1.0,7.0,19.0,,,,,,,12.0,,
6831,1,15.0,20.0,10.0,,,,,,,,,12.0,
6832,20,19.0,16.0,,,,,,,,9.0,,2.0,
6833,14,,9.0,,,,,,,,,,,
6834,8,8.0,12.0,4.0,16.0,10.0,9.0,10.0,9.0,,,,,
6835,1,2.0,2.0,,,,,,,,,,2.0,
6836,14,,20.0,3.0,8.0,9.0,2.0,,,3.0,,,,
6837,16,14.0,18.0,20.0,8.0,,,,,,,,,
6838,2,,1.0,,,,,,,,2.0,,2.0,
6839,19,,8.0,14.0,14.0,,,,,,,,7.0,
6840,2,,,,,,,,,,,,,
6841,20,,,,,,,,,,,,,
